Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12531,I Love Beauty: Hollywood Makeover,DS,2009,Misc,City Interactive,0.06,0,0,0,0.06
12542,Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,0.05,0,0.01,0.06
12554,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009,Misc,Rocket Company,0,0,0.06,0,0.06
12580,Melty Blood: Actress Again,PS2,2009,Fighting,Ecole,0,0,0.06,0,0.06
12586,SingStar Mallorca Party,PS3,2009,Misc,Sony Computer Entertainment,0,0.04,0,0.02,0.06
12596,Jacqueline Wilson's Tracy Beaker: The Game,DS,2009,Misc,P2 Games,0,0.05,0,0,0.06
12617,Brave: A Warrior's Tale,Wii,2009,Action,SouthPeak Games,0.05,0,0,0,0.06
12653,Brave: A Warrior's Tale,X360,2009,Action,SouthPeak Games,0.05,0.01,0,0,0.06
12657,The Saboteur,PC,2009,Action,Electronic Arts,0,0.05,0,0.01,0.06
12679,World Championship Athletics,Wii,2009,Sports,DTP Entertainment,0.04,0.01,0,0,0.06
12683,Jumble Madness,DS,2009,Puzzle,Destineer,0.06,0,0,0,0.06
12687,Minna no Sukkiri,PSP,2009,Sports,Sony Computer Entertainment,0,0,0.06,0,0.06
12705,Mirror's Edge,PC,2009,Platform,Electronic Arts,0,0.05,0,0.01,0.06
12716,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009,Fighting,Takara Tomy,0,0,0.06,0,0.06
12720,Evangelion: Jo,PSP,2009,Action,Namco Bandai Games,0,0,0.06,0,0.06
12741,SD Gundam G Generation Wars,Wii,2009,Strategy,Namco Bandai Games,0,0,0.06,0,0.06
12755,Dino Pets,DS,2009,Simulation,Avanquest,0.05,0,0,0,0.06
12761,Roogoo Twisted Towers,Wii,2009,Puzzle,SouthPeak Games,0.05,0,0,0,0.06
12770,Dreamer Series: Babysitter,DS,2009,Simulation,Deep Silver,0.05,0,0,0,0.06
12771,Diva Girls: Divas on Ice,DS,2009,Sports,505 Games,0.05,0,0,0,0.06
12777,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
12788,History Great Empires: Rome,DS,2009,Strategy,Black Bean Games,0.05,0,0,0,0.06
12793,Coraline,Wii,2009,Action,D3Publisher,0.05,0,0,0,0.06
12795,Imagine: Party Planner,DS,2009,Simulation,Ubisoft,0.05,0,0,0,0.06
12825,4 Elements,PC,2009,Puzzle,Mastertronic,0,0.04,0,0.01,0.05
12847,Lernerfolg Vorschule: Capt'n Sharky,DS,2009,Misc,Tivola,0,0.05,0,0.01,0.05
12850,Countdown: The Game,Wii,2009,Puzzle,Mindscape,0,0.05,0,0,0.05
12862,"Murder, She Wrote",PC,2009,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.05
12869,Vertigo,Wii,2009,Strategy,Playlogic Game Factory,0.05,0,0,0,0.05
12891,Rockin' Pretty,DS,2009,Misc,Arc System Works,0.05,0,0,0,0.05
12897,Major Minor's Majestic March,Wii,2009,Misc,Majesco Entertainment,0.05,0,0,0,0.05
12909,Puyo Puyo 7,Wii,2009,Puzzle,Sega,0,0,0.05,0,0.05
12922,Venetica,PC,2009,Role-Playing,DTP Entertainment,0,0.04,0,0.01,0.05
12923,Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,Graffiti,0.05,0,0,0,0.05
12938,Dengeki Gakuen RPG: Cross of Venus,DS,2009,Role-Playing,ASCII Media Works,0,0,0.05,0,0.05
12963,Air Conflicts: Aces of World War II,PSP,2009,Simulation,Graffiti,0.05,0,0,0,0.05
12965,Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,0.05,0,0,0,0.05
12967,Kamen Rider: Dragon Knight,DS,2009,Fighting,D3Publisher,0.05,0,0,0,0.05
12970,Fate/Unlimited Codes Portable,PSP,2009,Fighting,Capcom,0,0,0.05,0,0.05
12979,Mr Bean's Wacky World of Wii,Wii,2009,Adventure,Blast! Entertainment Ltd,0,0.05,0,0,0.05
12984,Shin Sangoku Musou 5 Special,PSP,2009,Action,Tecmo Koei,0,0,0.05,0,0.05
12995,Hysteria Hospital: Emergency Ward,Wii,2009,Action,Oxygen Interactive,0.05,0,0,0,0.05
13016,The BIGS 2,DS,2009,Sports,Take-Two Interactive,0.05,0,0,0,0.05
13034,Plants vs. Zombies,PC,2009,Strategy,PopCap Games,0,0.04,0,0.01,0.05
13047,Little Busters! Converted Edition,PS2,2009,Adventure,Prototype,0,0,0.05,0,0.05
13049,Dream Salon,Wii,2009,Misc,Zoo Games,0.05,0,0,0,0.05
13054,Summon Night X: Tears Crown,DS,2009,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05
13063,Imagine: Artist,DS,2009,Misc,Ubisoft,0.05,0,0,0,0.05
13070,The Idolm@ster: Dearly Stars,DS,2009,Adventure,Namco Bandai Games,0,0,0.05,0,0.05
13074,Kart Racer,Wii,2009,Racing,Nordic Games,0.03,0.01,0,0,0.05
13086,Lips: Deutsche Partyknaller,X360,2009,Misc,Microsoft Game Studios,0,0.04,0,0.01,0.05
13087,Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,RTL,0,0.04,0,0.01,0.05
13088,Dungeon Raiders,DS,2009,Role-Playing,Focus Home Interactive,0.05,0,0,0,0.05
13100,Hotel for Dogs,Wii,2009,Simulation,505 Games,0.04,0,0,0,0.05
13107,Super Robot Taisen Neo,Wii,2009,Strategy,Namco Bandai Games,0,0,0.05,0,0.05
13121,Winning Post World,PS3,2009,Sports,Tecmo Koei,0,0,0.05,0,0.05
13124,My Body Coach,Wii,2009,Sports,Big Ben Interactive,0,0.04,0,0.01,0.05
13129,DiRT 2,PC,2009,Racing,Codemasters,0,0.04,0,0.01,0.05
13156,Pirates vs Ninja Dodgeball,Wii,2009,Sports,SouthPeak Games,0.05,0,0,0,0.05
13183,Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,0.01,0.03,0,0.01,0.05
13191,LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision,0.02,0.03,0,0.01,0.05
13235,Blazing Souls: Accelate,PSP,2009,Role-Playing,Idea Factory,0.04,0,0.01,0,0.05
13276,FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0,0.04,0,0.01,0.05
13294,Jewel Quest Mysteries,DS,2009,Puzzle,Astragon,0.03,0.01,0,0,0.05
13295,Moon,DS,2009,Adventure,Mastiff,0.04,0,0,0,0.05
13316,Wii de Asobu Chibi-Robo!,Wii,2009,Adventure,Nintendo,0,0,0.05,0,0.05
13324,Pet Vet: Down Under,DS,2009,Simulation,Deep Silver,0.04,0,0,0,0.05
13339,Clever Kids: Creepy Crawlies,DS,2009,Action,Midas Interactive Entertainment,0,0.04,0,0,0.05
13376,Black Mirror 2,PC,2009,Adventure,DTP Entertainment,0,0.04,0,0.01,0.05
13408,Wolfenstein,PC,2009,Shooter,Activision,0.01,0.03,0,0.01,0.05
13421,Family Fortunes,DS,2009,Misc,Mindscape,0,0.04,0,0,0.05
13429,Grey's Anatomy: The Video Game,DS,2009,Adventure,Ubisoft,0.03,0.01,0,0,0.05
13430,Tropico 3,PC,2009,Strategy,Kalypso Media,0,0.04,0,0.01,0.05
13432,Avatar: The Game,PC,2009,Action,Ubisoft,0,0.04,0,0.01,0.05
13434,Pool Hall Pro,Wii,2009,Sports,Playlogic Game Factory,0.04,0,0,0,0.05
13446,Nanda's Island,DS,2009,Puzzle,Phenomedia,0.04,0,0,0,0.05
13453,Short Track Racing: Trading Paint,PS2,2009,Racing,THQ,0.02,0.02,0,0.01,0.05
13462,The King of Fighters 2002: Unlimited Match,PS2,2009,Fighting,SNK Playmore,0,0,0.04,0,0.04
13467,Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.04
13472,Tomoyo After: It's a Wonderful Life CS Edition,PSP,2009,Adventure,Prototype,0,0,0.04,0,0.04
13485,Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0,0.03,0,0.01,0.04
13511,Growlanser,PSP,2009,Role-Playing,Atlus,0,0,0.04,0,0.04
13515,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,2009,Action,Namco Bandai Games,0,0,0.04,0,0.04
13517,Coraline,DS,2009,Action,D3Publisher,0.04,0,0,0,0.04
13519,M&M's Beach Party,Wii,2009,Misc,Zoo Digital Publishing,0.04,0,0,0,0.04
13525,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,Nintendo,0,0,0.04,0,0.04
13561,428: Fuusa Sareta Shibuya de,PSP,2009,Adventure,Spike,0,0,0.04,0,0.04
13563,Starry ? Sky: After Spring,PSP,2009,Misc,Aqua Plus,0,0,0.04,0,0.04
13579,Summer Athletics 2009,X360,2009,Sports,49Games,0,0.04,0,0,0.04
13585,Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Action,Takara Tomy,0,0,0.04,0,0.04
13589,Free Running,Wii,2009,Sports,Reef Entertainment,0.02,0.02,0,0,0.04
13601,Challenge Me: Maths Workout,DS,2009,Puzzle,Oxygen Interactive,0.04,0,0,0,0.04
13612,BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04
13614,Emergency Room: Real Life Rescues,DS,2009,Simulation,505 Games,0.04,0,0,0,0.04
13635,Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0,0.03,0,0.01,0.04
13643,Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0,0,0,0.04
13659,Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0,0,0.04,0,0.04
13666,Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,0,0.03,0,0.01,0.04
13684,Sonic PC Collection,PC,2009,Misc,Sega,0,0.04,0,0.01,0.04
13702,Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Puzzle,Namco Bandai Games,0,0,0.04,0,0.04
13721,Chicken Blaster,DS,2009,Shooter,Zushi Games,0.04,0,0,0,0.04
13736,Ookami Kakushi,PSP,2009,Action,Konami Digital Entertainment,0,0,0.04,0,0.04
13760,Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04
13764,Logic Machines,DS,2009,Puzzle,City Interactive,0.04,0,0,0,0.04
13770,Super Robot Gakuen,DS,2009,Adventure,Namco Bandai Games,0,0,0.04,0,0.04
13776,Jojo's Fashion Show: Design in a Dash!,DS,2009,Simulation,Ubisoft,0.04,0,0,0,0.04
13783,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009,Fighting,Marvelous Interactive,0,0,0.04,0,0.04
13796,Fritz Chess,PS3,2009,Strategy,Deep Silver,0,0.03,0,0.01,0.04
13799,Astro Boy: The Video Game,PSP,2009,Action,D3Publisher,0.04,0,0,0,0.04
13800,Metal Slug XX,PSP,2009,Shooter,DHM Interactive,0.03,0,0,0,0.04
13801,Sacred Blaze,PS2,2009,Strategy,Flight-Plan,0,0,0.04,0,0.04
13802,Rollin' Rascals,DS,2009,Puzzle,Rising Star Games,0.04,0,0,0,0.04
13814,Valhalla Knights 2: Battle Stance,PSP,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,0.04
13823,Burnout Paradise: The Ultimate Box,X360,2009,Racing,Electronic Arts,0,0.03,0,0,0.04
13824,The Chase: Felix Meets Felicity,DS,2009,Action,Atari,0.04,0,0,0,0.04
13825,Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.02,0.02,0,0,0.04
13836,SuperCar Challenge,PS3,2009,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04
13852,Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.01,0.02,0,0.01,0.04
13859,Jig-A-Pix: Pets,DS,2009,Puzzle,Zushi Games,0.03,0,0,0,0.04
13864,A Ressha de Ikou DS,DS,2009,Simulation,ArtDink,0,0,0.04,0,0.04
13874,I'm A Celebrity: Get Me Out of Here!,DS,2009,Misc,Mindscape,0,0.04,0,0,0.04
13882,Glacier2,Wii,2009,Racing,Zoo Games,0.04,0,0,0,0.04
13885,Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,0,0.02,0,0.01,0.04
13891,Sleepover Party,Wii,2009,Misc,Ubisoft,0.03,0,0,0,0.04
13906,Saints Row 2,PC,2009,Action,THQ,0,0.03,0,0.01,0.04
13913,Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0,0.03,0,0.01,0.04
13929,Taikou Risshiden V,PSP,2009,Strategy,Tecmo Koei,0,0,0.04,0,0.04
13941,Ski-Doo Snowmobile Challenge,X360,2009,Racing,Valcon Games,0.03,0,0,0,0.04
13951,DT Carnage,PSP,2009,Racing,Agetec,0.03,0,0,0,0.04
13970,C.O.R.E.,DS,2009,Shooter,Graffiti,0.03,0,0,0,0.04
13988,Chaos;Head Noah,X360,2009,Adventure,5pb,0,0,0.04,0,0.04
13989,Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Strategy,Aqua Plus,0,0,0.04,0,0.04
13993,Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009,Adventure,Tecmo Koei,0,0,0.04,0,0.04
13997,Music Maker: Rockstar,PS2,2009,Misc,Magix,0.02,0.01,0,0,0.04
14006,Sudoku Ball Detective,Wii,2009,Puzzle,Playlogic Game Factory,0.02,0.01,0,0,0.04
14019,Hakuouki: Zuisouroku,PS2,2009,Adventure,Idea Factory,0,0,0.04,0,0.04
14024,Jikkyou Powerful Major League 2009,Wii,2009,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
14030,World in Conflict: Complete Edition,PC,2009,Strategy,Ubisoft,0,0.03,0,0.01,0.04
14047,Kiniro no Corda 2 f,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04
14052,Ultimate Game Room,DS,2009,Misc,Majesco Entertainment,0.03,0,0,0,0.04
14060,Cook Wars,Wii,2009,Misc,Ubisoft,0.03,0,0,0,0.04
14061,Kuroshitsuji: Phantom & Ghost,DS,2009,Action,Square Enix,0,0,0.04,0,0.04
14071,Astrology DS,DS,2009,Misc,Deep Silver,0.03,0,0,0,0.04
14099,Luminous Arc 3,DS,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,0.04
14119,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009,Role-Playing,Marvelous Interactive,0,0,0.03,0,0.03
14120,Puyo Puyo 7,PSP,2009,Puzzle,Sega,0,0,0.03,0,0.03
14160,Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,2009,Adventure,Tecmo Koei,0,0,0.03,0,0.03
14202,Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009,Fighting,Konami Digital Entertainment,0,0,0.03,0,0.03
14207,Red Faction: Guerrilla,PC,2009,Shooter,THQ,0,0.03,0,0.01,0.03
14214,RACE On,PC,2009,Racing,bitComposer Games,0,0.03,0,0.01,0.03
14217,Overlord II,PC,2009,Action,Codemasters,0,0.03,0,0.01,0.03
14222,Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft,0,0.03,0,0.01,0.03
14232,Utawarerumono Portable,PSP,2009,Role-Playing,Aqua Plus,0,0,0.03,0,0.03
14237,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS,2009,Adventure,Alchemist,0,0,0.03,0,0.03
14256,Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,2009,Adventure,GSP,0,0.03,0,0.01,0.03
14273,Winning Post World,PS2,2009,Sports,Tecmo Koei,0,0,0.03,0,0.03
14274,Jig-A-Pix: Wild World,DS,2009,Puzzle,Zushi Games,0.03,0.01,0,0,0.03
14284,Guitar Hero: World Tour,PC,2009,Misc,Aspyr,0,0.03,0,0.01,0.03
14302,Men of War,PC,2009,Strategy,505 Games,0.01,0.02,0,0.01,0.03
14318,PopCap Arcade Vol 2,X360,2009,Misc,PopCap Games,0.03,0,0,0,0.03
14345,Dodge Racing: Charger vs Challenger,DS,2009,Racing,Zushi Games,0.03,0,0,0,0.03
14348,SingStar Chartbreaker,PS3,2009,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03
14366,Mushihimesama Futari Ver 1.5,X360,2009,Shooter,Cave,0,0,0.03,0,0.03
14372,Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,PQube,0.01,0.02,0,0,0.03
14409,Emergency! Disaster Rescue Squad,DS,2009,Simulation,Destineer,0.03,0,0,0,0.03
14412,Suggoi! Arcana Heart 2,PS2,2009,Fighting,AQ Interactive,0,0,0.03,0,0.03
14416,Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,0,0.03,0,0.01,0.03
14417,Winning Post 7 2009,PSP,2009,Sports,Tecmo Koei,0,0,0.03,0,0.03
14424,Codename: Panzers Cold War,PC,2009,Strategy,Atari,0,0.02,0,0.01,0.03
14429,World Sports Competition,PS3,2009,Sports,Hudson Soft,0.02,0,0,0.01,0.03
14450,Section 8,PC,2009,Shooter,SouthPeak Games,0.01,0.01,0,0,0.03
14474,Armored Core SL: Silent Line Portable,PSP,2009,Simulation,From Software,0,0,0.03,0,0.03
14498,Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03
14509,Suzumiya Haruhi no Chokuretsu,DS,2009,Adventure,Sega,0,0,0.03,0,0.03
14516,D.C.I.F.: Da Capo Innocent Finale,PS2,2009,Adventure,Sweets,0,0,0.03,0,0.03
14522,Petz: Dolphinz Encounter,DS,2009,Simulation,Ubisoft,0.01,0.01,0,0,0.03
14524,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009,Action,Takara Tomy,0,0,0.03,0,0.03
14529,Braid,PC,2009,Platform,Number None,0,0.02,0,0.01,0.03
14546,Royal Palace of White Sword and The City of Gentiles,PC,2009,Role-Playing,Take-Two Interactive,0,0.02,0,0.01,0.03
14553,Pimp My Ride: Street Racing,DS,2009,Racing,Activision,0.03,0,0,0,0.03
14565,Worms,PS3,2009,Strategy,Sony Computer Entertainment,0,0.02,0,0.01,0.03
14572,World of Zoo,PC,2009,Simulation,THQ,0,0.02,0,0.01,0.03
14575,Hayate no Gotoku! Nightmare Paradise,PSP,2009,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03
14577,Secret Files 2: Puritas Cordis,Wii,2009,Adventure,Deep Silver,0,0.03,0,0,0.03
14578,Nanashi no Game Me,DS,2009,Action,Square Enix,0,0,0.03,0,0.03
14600,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009,Adventure,Level 5,0,0,0.03,0,0.03
14608,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009,Misc,D3Publisher,0,0,0.03,0,0.03
14630,Monsters vs. Aliens,PC,2009,Action,Activision,0.01,0.01,0,0,0.03
14647,Bleach DS 4th: Flame Bringer,DS,2009,Action,Sega,0,0,0.03,0,0.03
14648,Pacific Liberator,Wii,2009,Action,Zoo Games,0.03,0,0,0,0.03
14651,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009,Adventure,Level 5,0,0,0.03,0,0.03
14653,Puzzle Challenge: Crosswords and More!,Wii,2009,Puzzle,Crave Entertainment,0.03,0,0,0,0.03
14675,Vitamin Z,PS2,2009,Adventure,D3Publisher,0,0,0.03,0,0.03
14692,The Island of Dr. Frankenstein,Wii,2009,Adventure,Storm City Games,0.03,0,0,0,0.03
14707,The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0,0,0.03,0,0.03
14717,Little Bears,DS,2009,Simulation,RTL,0.03,0,0,0,0.03
14735,My Animal Centre,Wii,2009,Simulation,Deep Silver,0,0.02,0,0,0.03
14737,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,Creative Core,0,0,0.03,0,0.03
14742,La Pucelle: Ragnarok,PSP,2009,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03
14743,Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.03,0,0.03
14747,Bleach: Soul Carnival 2,PSP,2009,Fighting,Sony Computer Entertainment,0,0,0.03,0,0.03
14755,Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,0,0.02,0,0,0.03
14756,CID The Dummy,PSP,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03
14778,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,Russel,0,0,0.03,0,0.03
14798,My Ballet Studio,Wii,2009,Simulation,505 Games,0.02,0,0,0,0.03
14815,CID The Dummy,Wii,2009,Platform,Oxygen Interactive,0.02,0,0,0,0.03
14824,Catan,DS,2009,Strategy,CDV Software Entertainment,0,0.02,0,0,0.03
14840,Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,D3Publisher,0,0,0.03,0,0.03
14851,My DoItAll,DS,2009,Misc,Tomy Corporation,0.02,0,0,0,0.03
14854,Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games,0.02,0,0,0,0.03
14857,The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0,0.02,0,0,0.03
14863,Marker Man Adventures,DS,2009,Platform,Majesco Entertainment,0.02,0,0,0,0.03
14868,Moyashimon DS,DS,2009,Action,Takara Tomy,0,0,0.03,0,0.03
14872,Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,0,0.02,0,0,0.03
14878,X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,Activision,0.02,0,0,0,0.03
14882,Ocean Commander,Wii,2009,Simulation,Valcon Games,0.02,0,0,0,0.03
14898,Soul Eater: Battle Resonance,PSP,2009,Action,Namco Bandai Games,0,0,0.03,0,0.03
14906,Evangelion: Jo,PS2,2009,Action,Namco Bandai Games,0,0,0.03,0,0.03
14913,Monster Mayhem: Build and Battle,DS,2009,Simulation,Zushi Games,0.02,0,0,0,0.02
14918,MAPLUS: Portable Navi 3,PSP,2009,Misc,Edia,0,0,0.02,0,0.02
14929,Ghost Pirates of Vooju Island,PC,2009,Adventure,DTP Entertainment,0,0.02,0,0,0.02
14931,DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5pb,0,0,0.02,0,0.02
14932,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,2009,Misc,PlayV,0,0.02,0,0,0.02
14934,Tropico Reloaded,PC,2009,Strategy,Kalypso Media,0,0.02,0,0,0.02
14976,Demigod,PC,2009,Strategy,Atari,0,0.02,0,0,0.02
15008,11eyes: CrossOver,X360,2009,Adventure,5pb,0,0,0.02,0,0.02
15010,Supermodel Makeover by Lauren Luke,DS,2009,Simulation,Avanquest,0,0.02,0,0,0.02
15015,Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009,Racing,System 3 Arcade Software,0,0.02,0,0,0.02
15046,Inkheart,DS,2009,Adventure,DreamCatcher Interactive,0.02,0,0,0,0.02
15049,Ceville,PC,2009,Action,Kalypso Media,0,0.02,0,0,0.02
15067,Suzumiya Haruhi no Heiretsu,Wii,2009,Adventure,Sega,0,0,0.02,0,0.02
15090,Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0,0.02,0,0,0.02
15105,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009,Adventure,Tecmo Koei,0,0,0.02,0,0.02
15110,Indianapolis 500 Evolution,X360,2009,Racing,Zushi Games,0.02,0,0,0,0.02
15111,Ookami to Koushinryou: Omiowataru Kaze,DS,2009,Adventure,ASCII Media Works,0,0,0.02,0,0.02
15112,Grey's Anatomy: The Video Game,PC,2009,Adventure,Ubisoft,0,0.02,0,0,0.02
15118,Brandish: The Dark Revenant,PSP,2009,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02
15125,SAW,PC,2009,Action,Konami Digital Entertainment,0,0.02,0,0,0.02
15130,Ice Age: Dawn of the Dinosaurs,PC,2009,Action,Activision,0.02,0,0,0,0.02
15145,428: Fuusa Sareta Shibuya de,PS3,2009,Adventure,Spike,0,0,0.02,0,0.02
15150,Fritz Chess,Wii,2009,Strategy,Deep Silver,0.02,0.01,0,0,0.02
15155,18 Wheels of Steel: Extreme Trucker,PC,2009,Racing,Rondomedia,0,0.02,0,0,0.02
15178,Doki Majo Plus,DS,2009,Adventure,SNK Playmore,0,0,0.02,0,0.02
15183,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,2009,Action,D3Publisher,0,0,0.02,0,0.02
15191,Fritz Chess,DS,2009,Strategy,Deep Silver,0.02,0,0,0,0.02
15193,Fuel,PC,2009,Racing,Codemasters,0,0.02,0,0,0.02
15218,Galaxy Angel II: Eigou Kaiki no Koku,PS2,2009,Strategy,Broccoli,0,0,0.02,0,0.02
15223,Geon Cube,Wii,2009,Puzzle,P2 Games,0.02,0,0,0,0.02
15242,Discovery Kids: Snake Safari,DS,2009,Simulation,505 Games,0.02,0,0,0,0.02
15252,Order of War,PC,2009,Strategy,Square Enix,0,0.01,0,0,0.02
15262,Jelly Belly: Ballistic Beans,Wii,2009,Puzzle,Zoo Digital Publishing,0.02,0,0,0,0.02
15265,Higurashi Daybreak Portable Mega Edition,PSP,2009,Adventure,Alchemist,0,0,0.02,0,0.02
15290,Crime Scene,DS,2009,Adventure,Nobilis,0,0.02,0,0,0.02
15291,Military History: Commander - Europe at War,PSP,2009,Strategy,Slitherine Software,0,0.01,0,0.01,0.02
15294,Stormrise,PC,2009,Strategy,Sega,0,0.02,0,0,0.02
15312,War Leaders: Clash of Nations,PC,2009,Strategy,CDV Software Entertainment,0,0.02,0,0,0.02
15320,Hot 'n' Cold,DS,2009,Action,Majesco Entertainment,0.02,0,0,0,0.02
15348,Casper's Scare School: Spooky Sports Day,Wii,2009,Sports,Blast! Entertainment Ltd,0.02,0,0,0,0.02
15383,Cross Treasures,DS,2009,Role-Playing,Square Enix,0,0,0.02,0,0.02
15415,Puzzle City,DS,2009,Puzzle,Destineer,0.02,0,0,0,0.02
15441,Warship Gunner 2 Portable,PSP,2009,Simulation,Tecmo Koei,0,0,0.02,0,0.02
15444,Mini Ninjas,PC,2009,Action,Eidos Interactive,0,0.02,0,0,0.02
15468,Garfield Gets Real,DS,2009,Action,Zushi Games,0,0.02,0,0,0.02
15483,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,2009,Shooter,Activision,0.02,0,0,0,0.02
15500,Army Rescue,Wii,2009,Shooter,UFO Interactive,0.02,0,0,0,0.02
15514,Higurashi no Naku Koro ni: Jan,PSP,2009,Misc,AQ Interactive,0,0,0.02,0,0.02
15517,Triggerheart Excelica Enhanced,PS2,2009,Shooter,Alchemist,0,0,0.02,0,0.02
15519,Battle Spirits: Kiseki no Hasha,PSP,2009,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02
15550,Reversal Challenge,DS,2009,Misc,Tommo,0.02,0,0,0,0.02
15570,Mary King's Riding School 2,Wii,2009,Simulation,Midas Interactive Entertainment,0,0.02,0,0,0.02
15574,WorldShift,PC,2009,Strategy,Playlogic Game Factory,0.02,0,0,0,0.02
15576,Casper's Scare School: Spooky Sports Day,DS,2009,Sports,Blast! Entertainment Ltd,0.02,0,0,0,0.02
15578,My Hero: Doctor,DS,2009,Action,Majesco Entertainment,0.02,0,0,0,0.02
